Play,Type,Bnt,Fl,Loc,B,R1,Count,Probability,New Outs,Runs
Generic out,Grounder,-,-,3S,Out,2nd,32,  0.30%,1,0
Single,Grounder,-,-,4,1st,2nd,32,  0.30%,0,0
Single,Liner,-,-,89,1st,2nd,32,  0.30%,0,0
Generic out,Liner,-,-,9D,Out,1st,32,  0.30%,1,0
Generic out,Grounder,-,-,5,1st,Out,31,  0.29%,1,0
Generic out,Fly,-,-,9L,Out,1st,31,  0.29%,1,0
Single,Liner,-,-,8S,1st,2nd,31,  0.29%,0,0
Generic out,Fly,-,-,7S,Out,1st,31,  0.29%,1,0
Single,Grounder,-,-,4,1st,3rd,30,  0.28%,0,0
Home run,Fly,-,-,7LD,Score,Score,30,  0.28%,0,2
Generic out,Grounder,-,-,56S,Out,2nd,29,  0.27%,1,0
Generic out,Fly,-,-,9LD,Out,1st,29,  0.27%,1,0
Generic out,Pop-up,-,-,34,Out,1st,29,  0.27%,1,0
Generic out,Liner,-,-,78D,Out,1st,29,  0.27%,1,0
Double,Grounder,-,-,5,2nd,3rd,29,  0.27%,0,0
Generic out,Grounder,-,-,56S,1st,Out,29,  0.27%,1,0
Generic out,Grounder,-,-,56,Out,2nd,28,  0.26%,1,0
Double,Liner,-,-,9LD,2nd,3rd,28,  0.26%,0,0
Generic out,Pop-up,-,-,6,Out,1st,27,  0.25%,1,0
Stolen base,-,-,-,-,Stays,3rd,27,  0.25%,0,0
Balk,-,-,-,-,Stays,2nd,27,  0.25%,0,0
Generic out,Grounder,-,-,3,Out,2nd,27,  0.25%,1,0
Generic out,Pop-up,-,Y,3F,Out,1st,27,  0.25%,1,0
Home run,Fly,-,-,8XD,Score,Score,26,  0.24%,0,2
Generic out,Fly,-,-,7L,Out,1st,26,  0.24%,1,0
Double,Liner,-,-,7LD,2nd,3rd,26,  0.24%,0,0
Generic out,Grounder,-,-,1S,Out,2nd,25,  0.24%,1,0
Generic out,Grounder,-,-,6M,1st,Out,24,  0.23%,1,0
Generic out,Liner,-,-,8,Out,1st,24,  0.23%,1,0
Generic out,Pop-up,-,Y,5SF,Out,1st,24,  0.23%,1,0
Generic out,Pop-up,-,-,6D,Out,1st,24,  0.23%,1,0
Generic out,Grounder,-,-,34S,1st,Out,23,  0.22%,1,0
Generic out,Fly,-,-,9LS,Out,1st,23,  0.22%,1,0
Single,Liner,-,-,7S,1st,2nd,23,  0.22%,0,0
Generic out,Grounder,-,-,3S,Out,Out,22,  0.21%,2,0
Single,Liner,-,-,89D,1st,3rd,21,  0.20%,0,0
Generic out,Pop-up,-,Y,3SF,Out,1st,20,  0.19%,1,0
Generic out,Grounder,Y,-,25,Out,2nd,20,  0.19%,1,0
Generic out,Fly,-,-,7LD,Out,1st,20,  0.19%,1,0
Generic out,Pop-up,-,-,4D,Out,1st,20,  0.19%,1,0
Generic out,Grounder,-,-,6S,Out,2nd,20,  0.19%,1,0
Single,Liner,-,-,78S,1st,2nd,19,  0.18%,0,0
Generic out,Liner,-,-,6,Out,1st,19,  0.18%,1,0
Single,Grounder,-,-,4M,1st,3rd,19,  0.18%,0,0
Generic out,Grounder,-,-,3,1st,Out,18,  0.17%,1,0
Generic out,Pop-up,-,-,34D,Out,1st,18,  0.17%,1,0
Generic out,Grounder,-,-,5,Out,2nd,18,  0.17%,1,0
Generic out,Liner,-,-,56,Out,1st,17,  0.16%,1,0
Single,Liner,-,-,89D,1st,2nd,17,  0.16%,0,0
Generic out,Fly,-,-,7LS,Out,1st,17,  0.16%,1,0
Double,Liner,-,-,78XD,2nd,3rd,17,  0.16%,0,0
Single,Liner,-,-,89,1st,3rd,17,  0.16%,0,0
Generic out,Grounder,-,-,34S,Out,2nd,17,  0.16%,1,0
Single,Grounder,-,-,6,1st,3rd,16,  0.15%,0,0
Single,Grounder,-,-,3,1st,3rd,16,  0.15%,0,0
Generic out,Pop-up,-,-,56,Out,1st,16,  0.15%,1,0
Generic out,Grounder,-,-,23,Out,2nd,16,  0.15%,1,0
Pickoff,-,-,-,-,Stays,2nd,16,  0.15%,0,0
Single,Grounder,-,-,3,1st,2nd,16,  0.15%,0,0
Single,Liner,-,-,78D,1st,3rd,15,  0.14%,0,0
Single,Grounder,-,-,5,1st,2nd,15,  0.14%,0,0
Single,Liner,-,-,8,1st,3rd,14,  0.13%,0,0
Double,Grounder,-,-,3,2nd,3rd,14,  0.13%,0,0
Double,Liner,-,-,89XD,2nd,3rd,14,  0.13%,0,0
Generic out,Liner,-,-,78,Out,1st,14,  0.13%,1,0
Single,Grounder,-,-,6M,1st,3rd,14,  0.13%,0,0
Generic out,Liner,-,-,89XD,Out,1st,14,  0.13%,1,0
Generic out,Grounder,-,-,3S,1st,Out,14,  0.13%,1,0
Single,Fly,-,-,78S,1st,2nd,14,  0.13%,0,0
Fielder's choice,Grounder,-,-,6,1st,2nd,13,  0.12%,0,0
Generic out,Grounder,-,-,6D,Out,Out,13,  0.12%,2,0
Generic out,Fly,-,-,8XD,Out,2nd,13,  0.12%,1,0
Double,Grounder,-,-,5,2nd,Score,13,  0.12%,0,1
Generic out,Grounder,-,-,6S,Out,Out,13,  0.12%,2,0
Single,Liner,-,-,7L,1st,2nd,13,  0.12%,0,0
Generic out,Liner,-,-,89,Out,1st,13,  0.12%,1,0
Generic out,Grounder,-,-,1S,1st,Out,12,  0.11%,1,0
Generic out,Grounder,-,-,13,Out,Out,12,  0.11%,2,0
Generic out,Pop-up,-,-,56D,Out,1st,12,  0.11%,1,0
Generic out,Grounder,-,-,4M,1st,Out,12,  0.11%,1,0
Generic out,Grounder,-,-,1,Out,Out,12,  0.11%,2,0
Generic out,Grounder,-,-,2,Out,2nd,12,  0.11%,1,0
Double,Liner,-,-,9L,2nd,3rd,12,  0.11%,0,0
Single,Liner,-,-,9L,1st,3rd,12,  0.11%,0,0
Generic out,Liner,-,-,3,Out,Out,12,  0.11%,2,0
Single,Liner,-,-,89S,1st,2nd,12,  0.11%,0,0
Single,Grounder,Y,-,25,1st,2nd,11,  0.10%,0,0
Double,Fly,-,-,89XD,2nd,3rd,11,  0.10%,0,0
Single,Grounder,Y,-,2,1st,2nd,11,  0.10%,0,0
Double,Liner,-,-,7LD,2nd,Score,11,  0.10%,0,1
Double,Liner,-,-,78D,2nd,3rd,11,  0.10%,0,0
Generic out,Fly,-,-,56D,Out,1st,11,  0.10%,1,0
Double,Liner,-,-,78XD,2nd,Score,11,  0.10%,0,1
Single,Liner,-,-,9,1st,3rd,11,  0.10%,0,0
Generic out,Pop-up,-,-,3D,Out,1st,11,  0.10%,1,0
Generic out,Fly,-,-,34D,Out,1st,11,  0.10%,1,0
Generic out,Liner,-,-,5,Out,1st,11,  0.10%,1,0
Single,Fly,-,-,89S,1st,2nd,11,  0.10%,0,0
Double,Fly,-,-,78XD,2nd,3rd,11,  0.10%,0,0
Double,Liner,-,-,7L,2nd,3rd,11,  0.10%,0,0
Double,Liner,-,-,9LS,2nd,3rd,11,  0.10%,0,0
Single,Liner,-,-,7LS,1st,2nd,11,  0.10%,0,0
Generic out,Pop-up,-,-,5,Out,1st,10,  0.09%,1,0
Generic out,Pop-up,-,-,4,Out,1st,10,  0.09%,1,0
Generic out,Liner,-,-,6D,Out,1st,10,  0.09%,1,0
Single,Liner,-,-,78D,1st,2nd,10,  0.09%,0,0
Fielder's choice,Grounder,-,-,4,1st,2nd,10,  0.09%,0,0
Single,Liner,-,-,7D,1st,2nd,9,  0.08%,0,0
Generic out,Fly,-,-,89S,Out,1st,9,  0.08%,1,0
Single,Fly,-,-,8,1st,2nd,9,  0.08%,0,0
Generic out,Liner,-,-,78XD,Out,1st,9,  0.08%,1,0
Generic out,Liner,-,-,4D,Out,1st,9,  0.08%,1,0
Single,Liner,-,-,9LS,1st,3rd,9,  0.08%,0,0
Generic out,Pop-up,-,Y,3DF,Out,1st,9,  0.08%,1,0
Single,Fly,-,-,8S,1st,2nd,9,  0.08%,0,0
Other advance,-,-,-,-,Stays,Out,9,  0.08%,1,0
Single,Grounder,-,-,6S,1st,2nd,9,  0.08%,0,0
Generic out,Liner,-,-,4,Out,1st,9,  0.08%,1,0
Double,Liner,-,-,7LS,2nd,3rd,8,  0.08%,0,0
Generic out,Grounder,-,-,4MS,Out,Out,8,  0.08%,2,0
Single,Grounder,-,-,25,1st,2nd,8,  0.08%,0,0
Generic out,Liner,-,-,34,Out,1st,8,  0.08%,1,0
Generic out,Pop-up,-,-,1S,Out,1st,8,  0.08%,1,0
Generic out,Grounder,-,-,6MS,Out,2nd,8,  0.08%,1,0
Generic out,Pop-up,-,-,4S,Out,1st,8,  0.08%,1,0
Single,Liner,-,-,9S,1st,3rd,8,  0.08%,0,0
Double,Liner,-,-,9LD,2nd,Score,8,  0.08%,0,1
Generic out,Grounder,Y,-,3S,Out,2nd,8,  0.08%,1,0
Generic out,Fly,-,-,6D,Out,1st,8,  0.08%,1,0
Double,Liner,-,-,89XD,2nd,Score,8,  0.08%,0,1
Generic out,Grounder,Y,-,34S,Out,2nd,8,  0.08%,1,0
Double,Liner,-,-,89D,2nd,3rd,7,  0.07%,0,0
Single,Fly,-,-,89,1st,2nd,7,  0.07%,0,0
Defensive indifference,-,-,-,-,Stays,2nd,7,  0.07%,0,0
Double,Fly,-,-,7LD,2nd,3rd,7,  0.07%,0,0
Generic out,Pop-up,-,-,3,Out,1st,7,  0.07%,1,0
Generic out,Grounder,-,-,6M,Out,2nd,7,  0.07%,1,0
Generic out,Fly,-,-,78XD,Out,2nd,7,  0.07%,1,0
Fielder's choice,Grounder,-,-,56,1st,2nd,7,  0.07%,0,0
Generic out,Pop-up,-,-,34S,Out,1st,7,  0.07%,1,0
Generic out,Pop-up,-,-,6S,Out,1st,7,  0.07%,1,0
Generic out,Pop-up,-,-,6MD,Out,1st,7,  0.07%,1,0
Double,Liner,-,-,7L,2nd,Score,7,  0.07%,0,1
Generic out,Grounder,-,-,2,1st,Out,7,  0.07%,1,0
Generic out,Liner,-,-,9L,Out,1st,7,  0.07%,1,0
Generic out,Grounder,-,-,34S,Out,Out,7,  0.07%,2,0
Double,Fly,-,-,8XD,2nd,3rd,7,  0.07%,0,0
Single,Grounder,-,-,56S,1st,2nd,7,  0.07%,0,0
Generic out,Grounder,-,-,6S,1st,Out,7,  0.07%,1,0
Home run,Liner,-,-,78XD,Score,Score,7,  0.07%,0,2
Single,Grounder,Y,-,23,1st,2nd,6,  0.06%,0,0
Double,Fly,-,-,9LD,2nd,3rd,6,  0.06%,0,0
Generic out,Grounder,-,-,1,Out,2nd,6,  0.06%,1,0
Generic out,Grounder,-,-,15,Out,2nd,6,  0.06%,1,0
Generic out,Pop-up,-,-,4MD,Out,1st,6,  0.06%,1,0
Single,Liner,-,-,9D,1st,3rd,6,  0.06%,0,0
Generic out,Grounder,-,-,1S,Out,Out,6,  0.06%,2,0
Generic out,Liner,-,-,6MD,Out,1st,6,  0.06%,1,0
Generic out,Pop-up,-,Y,25F,Out,1st,6,  0.06%,1,0
Double,Fly,-,-,9D,2nd,3rd,6,  0.06%,0,0
Single,Liner,-,-,89S,1st,3rd,6,  0.06%,0,0
Single,Grounder,-,-,34,2nd,3rd,6,  0.06%,0,0
Single,Liner,-,-,78,1st,3rd,6,  0.06%,0,0
Single,Liner,-,-,8D,1st,3rd,6,  0.06%,0,0
Interference,-,-,-,-,1st,2nd,6,  0.06%,0,0
Single,Fly,-,-,7S,1st,2nd,6,  0.06%,0,0
Generic out,Liner,-,-,7LD,Out,1st,6,  0.06%,1,0
Single,Liner,-,-,7LD,1st,2nd,5,  0.05%,0,0
Double,Liner,-,-,7D,2nd,3rd,5,  0.05%,0,0
Double,Liner,-,-,9D,2nd,3rd,5,  0.05%,0,0
Generic out,Grounder,-,-,4D,Out,Out,5,  0.05%,2,0
Single,Liner,-,-,9LS,1st,2nd,5,  0.05%,0,0
Triple,Liner,-,-,9LD,3rd,Score,5,  0.05%,0,1
Generic out,Fly,-,-,9LD,Out,2nd,5,  0.05%,1,0
Double,Fly,-,-,78XD,2nd,Score,5,  0.05%,0,1
Generic out,Fly,-,-,4D,Out,1st,5,  0.05%,1,0
Single,Grounder,-,-,5S,1st,2nd,5,  0.05%,0,0
Generic out,Liner,-,-,4,Out,Out,5,  0.05%,2,0
Single,Fly,-,-,7LS,1st,2nd,5,  0.05%,0,0
Single,Liner,-,-,78S,1st,3rd,5,  0.05%,0,0
Generic out,Pop-up,-,-,4M,Out,1st,5,  0.05%,1,0
Generic out,Fly,-,Y,9LSF,Out,1st,5,  0.05%,1,0
Generic out,Grounder,-,-,4S,Out,2nd,5,  0.05%,1,0
Single,Liner,-,-,3D,1st,3rd,5,  0.05%,0,0
Generic out,Grounder,-,-,1,1st,Out,5,  0.05%,1,0
Generic out,Grounder,-,-,4MD,Out,Out,5,  0.05%,2,0
Generic out,Grounder,-,-,5S,Out,Out,5,  0.05%,2,0
Generic out,Grounder,-,-,25,Out,2nd,5,  0.05%,1,0
Generic out,Fly,-,Y,9LF,Out,1st,5,  0.05%,1,0
Generic out,Pop-up,-,-,5D,Out,1st,5,  0.05%,1,0
Generic out,Grounder,-,-,13,Out,2nd,5,  0.05%,1,0
Generic out,Liner,-,-,34,Out,Out,5,  0.05%,2,0
Generic out,Pop-up,Y,Y,2F,Out,1st,5,  0.05%,1,0
Generic out,Grounder,-,-,6MS,Out,Out,5,  0.05%,2,0
Double,Fly,-,-,9L,2nd,3rd,5,  0.05%,0,0
Generic out,Liner,-,-,7L,Out,1st,5,  0.05%,1,0
Single,Grounder,-,-,6MS,1st,2nd,5,  0.05%,0,0
Generic out,Pop-up,-,-,6M,Out,1st,5,  0.05%,1,0
Single,Fly,-,-,78,1st,2nd,4,  0.04%,0,0
Generic out,Pop-up,-,-,56S,Out,1st,4,  0.04%,1,0
Double,Liner,-,-,7,2nd,3rd,4,  0.04%,0,0
Generic out,Grounder,-,-,4S,Out,Out,4,  0.04%,2,0
Generic out,Grounder,-,-,2,Out,Out,4,  0.04%,2,0
Double,Liner,-,-,9L,2nd,Score,4,  0.04%,0,1
Single,Grounder,Y,-,1S,1st,2nd,4,  0.04%,0,0
Double,Liner,-,-,9D,2nd,Score,4,  0.04%,0,1
Generic out,Grounder,-,-,5S,Out,2nd,4,  0.04%,1,0
Double,Grounder,-,-,4,2nd,3rd,4,  0.04%,0,0
Home run,Liner,-,-,7LD,Score,Score,4,  0.04%,0,2
Generic out,Grounder,-,-,4MS,1st,Out,4,  0.04%,1,0
Fielder's choice,Grounder,-,-,34,1st,2nd,4,  0.04%,0,0
Double,Liner,-,-,78D,2nd,Score,4,  0.04%,0,1
Generic out,Grounder,-,-,6D,1st,Out,4,  0.04%,1,0
Generic out,Grounder,Y,-,23,1st,Out,4,  0.04%,1,0
Pickoff,-,-,-,-,Stays,3rd,4,  0.04%,0,0
Single,Liner,-,-,8S,1st,3rd,4,  0.04%,0,0
Double,Fly,-,-,7D,2nd,3rd,4,  0.04%,0,0
Home run,Liner,-,-,7D,Score,Score,4,  0.04%,0,2
Generic out,Fly,-,Y,7LF,Out,1st,4,  0.04%,1,0
Generic out,Liner,-,-,4M,Out,1st,4,  0.04%,1,0
Generic out,Pop-up,-,-,3S,Out,1st,4,  0.04%,1,0
Generic out,Pop-up,-,-,89S,Out,1st,4,  0.04%,1,0
Generic out,Liner,-,-,4MD,Out,1st,4,  0.04%,1,0
Single,Liner,-,-,34D,1st,3rd,4,  0.04%,0,0
Fielder's choice,Grounder,-,-,34,1st,3rd,4,  0.04%,0,0
Home run,Liner,-,-,89XD,Score,Score,4,  0.04%,0,2
Double,Grounder,-,-,3,2nd,Score,4,  0.04%,0,1
Double,Fly,-,-,89XD,2nd,Score,4,  0.04%,0,1
Generic out,Fly,-,-,3D,Out,1st,4,  0.04%,1,0
Single,Liner,-,-,7L,1st,3rd,4,  0.04%,0,0
Fielder's choice,Grounder,-,-,3S,1st,2nd,4,  0.04%,0,0
Generic out,Liner,-,-,7S,Out,1st,4,  0.04%,1,0
Generic out,Pop-up,-,Y,5DF,Out,1st,4,  0.04%,1,0
Single,Fly,-,-,9S,1st,2nd,4,  0.04%,0,0
Error,Grounder,-,-,6,1st,2nd,4,  0.04%,0,0
Single,Grounder,-,-,1,1st,2nd,3,  0.03%,0,0
Generic out,Grounder,-,-,6MS,1st,Out,3,  0.03%,1,0
Fielder's choice,Grounder,-,-,56,1st,3rd,3,  0.03%,0,0
Generic out,Grounder,-,-,4M,Out,2nd,3,  0.03%,1,0
Generic out,Grounder,-,-,34D,1st,Out,3,  0.03%,1,0
Home run,Liner,-,-,9D,Score,Score,3,  0.03%,0,2
Single,Grounder,-,-,56,1st,3rd,3,  0.03%,0,0
Generic out,Fly,-,-,7LD,Out,2nd,3,  0.03%,1,0
Generic out,Liner,-,-,3,Out,1st,3,  0.03%,1,0
Generic out,Fly,-,Y,3DF,Out,1st,3,  0.03%,1,0
Single,Grounder,-,-,34,1st,Out,3,  0.03%,1,0
Generic out,Fly,-,-,5D,Out,1st,3,  0.03%,1,0
Home run,Liner,-,-,9LD,Score,Score,3,  0.03%,0,2
Generic out,Pop-up,-,-,23,Out,1st,3,  0.03%,1,0
Single,Fly,-,-,8,1st,3rd,3,  0.03%,0,0
Generic out,Liner,-,-,6M,Out,Out,3,  0.03%,2,0
Single,Grounder,-,-,2,1st,2nd,3,  0.03%,0,0
Fielder's choice,Grounder,-,-,1,1st,2nd,3,  0.03%,0,0
Generic out,Pop-up,-,-,34D,1st,Out,3,  0.03%,1,0
Generic out,Grounder,-,-,4MD,1st,Out,3,  0.03%,1,0
Generic out,Pop-up,-,-,6MS,Out,1st,3,  0.03%,1,0
Generic out,Grounder,-,-,13,1st,Out,3,  0.03%,1,0
Single,Grounder,-,-,34S,1st,2nd,3,  0.03%,0,0
Generic out,Fly,-,-,89XD,Out,2nd,3,  0.03%,1,0
Single,Liner,-,-,7LD,1st,3rd,3,  0.03%,0,0
Single,Fly,-,-,56D,1st,2nd,3,  0.03%,0,0
Generic out,Liner,-,-,9S,Out,1st,3,  0.03%,1,0
Generic out,Fly,-,Y,7LSF,Out,1st,3,  0.03%,1,0
Single,Liner,-,-,9L,1st,2nd,3,  0.03%,0,0
Generic out,Grounder,Y,-,15,Out,2nd,3,  0.03%,1,0
Fielder's choice,Grounder,Y,-,1S,1st,2nd,3,  0.03%,0,0
Generic out,Fly,-,-,7D,Out,2nd,3,  0.03%,1,0
Generic out,Grounder,-,-,6MD,1st,Out,3,  0.03%,1,0
Generic out,Grounder,-,-,56,2nd,Out,3,  0.03%,1,0
Double,Liner,-,-,8XD,2nd,Score,3,  0.03%,0,1
Generic out,Grounder,-,-,25,1st,Out,2,  0.02%,1,0
Double,Grounder,-,-,6,2nd,3rd,2,  0.02%,0,0
Fielder's choice,Grounder,-,-,34S,1st,2nd,2,  0.02%,0,0
Single,Fly,-,-,9LS,1st,2nd,2,  0.02%,0,0
Generic out,Grounder,-,-,34,2nd,Out,2,  0.02%,1,0
Single,Grounder,-,-,4,2nd,3rd,2,  0.02%,0,0
Generic out,Grounder,-,-,4D,1st,Out,2,  0.02%,1,0
Single,Grounder,-,-,4S,1st,2nd,2,  0.02%,0,0
Double,Fly,-,-,8XD,2nd,Score,2,  0.02%,0,1
Generic out,Grounder,Y,-,25,1st,Out,2,  0.02%,1,0
Double,Fly,-,-,7D,2nd,Score,2,  0.02%,0,1
Generic out,Pop-up,-,-,4,1st,Out,2,  0.02%,1,0
Generic out,Liner,-,-,56,Out,Out,2,  0.02%,2,0
Error,Grounder,-,-,5,1st,2nd,2,  0.02%,0,0
Single,Grounder,-,-,1S,1st,2nd,2,  0.02%,0,0
Generic out,Liner,-,-,1,Out,2nd,2,  0.02%,1,0
Generic out,Grounder,Y,-,13,Out,2nd,2,  0.02%,1,0
Triple,Liner,-,-,8XD,3rd,Score,2,  0.02%,0,1
Generic out,Pop-up,Y,-,23,Out,1st,2,  0.02%,1,0
Single,Liner,-,-,34D,1st,2nd,2,  0.02%,0,0
Error,Grounder,-,-,56S,1st,2nd,2,  0.02%,0,0
Generic out,Liner,-,-,5D,Out,1st,2,  0.02%,1,0
Generic out,Grounder,-,-,6,2nd,Out,2,  0.02%,1,0
Single,Fly,-,-,3D,1st,2nd,2,  0.02%,0,0
Generic out,Liner,-,-,4MD,Out,Out,2,  0.02%,2,0
Triple,Liner,-,-,78XD,3rd,Score,2,  0.02%,0,1
Generic out,Fly,-,-,6MD,Out,1st,2,  0.02%,1,0
Double,Liner,-,-,89,2nd,3rd,2,  0.02%,0,0
Double,Liner,-,-,8XD,2nd,3rd,2,  0.02%,0,0
Generic out,Liner,-,-,1S,Out,2nd,2,  0.02%,1,0
Triple,Fly,-,-,9D,3rd,Score,2,  0.02%,0,1
Fielder's choice,Grounder,-,-,6,2nd,3rd,2,  0.02%,0,0
Double,Liner,-,-,8D,2nd,3rd,2,  0.02%,0,0
Generic out,Grounder,-,-,6MD,Out,Out,2,  0.02%,2,0
Generic out,Pop-up,Y,Y,3SF,Out,1st,2,  0.02%,1,0
Triple,Liner,-,-,89D,3rd,Score,2,  0.02%,0,1
Generic out,Grounder,Y,-,2,1st,Out,2,  0.02%,1,0
Generic out,Grounder,-,-,5S,1st,Out,2,  0.02%,1,0
Generic out,Grounder,Y,-,6S,Out,2nd,2,  0.02%,1,0
Triple,Fly,-,-,78XD,3rd,Score,2,  0.02%,0,1
Single,Fly,-,-,9LD,1st,2nd,2,  0.02%,0,0
Double,Liner,-,-,89XD,2nd,Out,2,  0.02%,1,0
Single,Grounder,-,-,4M,1st,Out,2,  0.02%,1,0
Triple,Fly,-,-,8XD,3rd,Score,2,  0.02%,0,1
Generic out,Grounder,-,-,56D,Out,Out,2,  0.02%,2,0
Generic out,Liner,-,-,9,Out,Out,2,  0.02%,2,0
Single,Fly,-,-,5D,1st,2nd,2,  0.02%,0,0
Generic out,Grounder,-,-,4S,1st,Out,2,  0.02%,1,0
Double,Liner,-,-,7LD,3rd,Score,2,  0.02%,0,1
Double,Fly,-,-,7L,2nd,3rd,2,  0.02%,0,0
Single,Liner,-,-,7L,1st,Out,2,  0.02%,1,0
Triple,Fly,-,-,89XD,3rd,Score,2,  0.02%,0,1
Single,Grounder,-,-,6M,2nd,3rd,2,  0.02%,0,0
Double,Grounder,-,-,56,2nd,3rd,2,  0.02%,0,0
Single,Liner,-,-,9LS,3rd,Score,2,  0.02%,0,1
Generic out,Liner,-,-,4MS,Out,Out,2,  0.02%,2,0
Caught stealing,-,-,-,-,Stays,2nd,2,  0.02%,0,0
Generic out,Grounder,-,-,4D,Out,2nd,2,  0.02%,1,0
Generic out,Liner,-,-,78,Out,Out,2,  0.02%,2,0
Fielder's choice,Grounder,-,-,6,1st,3rd,2,  0.02%,0,0
Generic out,Grounder,Y,-,5S,Out,2nd,2,  0.02%,1,0
Generic out,Grounder,Y,-,1S,1st,Out,2,  0.02%,1,0
Generic out,Fly,-,-,4MD,Out,1st,2,  0.02%,1,0
